rank,uni,library,gmaps_rating_original,gmaps_rating_count,opening_hours,qs_rank,gmaps_rating
623,Dongguk University,동국대학교 중앙도서관,4.9,21.0,0.40,494,4.6
623,University of Miskolc,"Miskolci Egyetem Könyvtár, Levéltár, Múzeum",4.8,31.0,0.40,1001,4.6
623,Universidad Diego Portales (UDP),Nicanor Parra UDP library,4.7,74.0,0.40,801,4.5
623,University of Colombo,Main Library - University of Colombo,4.7,48.0,0.40,1001,4.5
623,Jadavpur University,Jadavpur University Central Library,4.7,60.0,0.40,651,4.5
623,Brunel University London,Brunel University Library,4.6,65.0,0.40,351,4.4
623,Bina Nusantara University (BINUS),Library Binus University,4.7,18.0,0.40,1001,4.4
623,Robert Gordon University,Robert Gordon University Library,4.7,21.0,0.40,801,4.4
623,Universidad del Bío-Bío,"Biblioteca Universidad del Bio-Bio ""Hilario Hernandez Gurruchaga""",4.8,9.0,0.40,1201,4.4
623,Pontifícia Universidade Católica de São Paulo,Biblioteca Professor Geraldo Ataliba - PUC,4.7,14.0,0.40,801,4.4
623,University of Missouri Saint Louis,Thomas Jefferson Library,4.7,22.0,0.40,?,4.4
623,Rensselaer Polytechnic Institute,Folsom Library,4.6,29.0,0.40,431,4.3
623,Pontificia Universidad Católica de Chile (UC),Biblioteca Biomédica,5.0,1.0,0.40,135,4.3
623,University of Michigan-Ann Arbor,Harlan Hatcher Graduate Library,4.6,36.0,0.40,23,4.3
623,"University of California, Riverside",Tomas Rivera Library,4.5,30.0,0.40,403,4.2
623,The University of Sydney,"Sydney Jones Library, University of Liverpool",4.5,64.0,0.40,38,4.2
623,Tokyo Metropolitan University,Tokyo Metropolitan University Library,4.3,16.0,0.40,701,4.0
623,University of Coimbra,Joanina Library,4.4,933.0,0.40,455,4.0
623,Shinshu University,Shinshu University Medical Library,4.0,3.0,0.40,801,4.0
649,Pontificia Universidad Javeriana,Library Alfonso Borrero Cabal S.J.,4.9,73.0,0.39,412,4.9
649,University of North Carolina at Charlotte,J. Murrey Atkins Library,4.8,123.0,0.39,1001,4.8
649,Universidade do Estado de Santa Catarina,UDESC - Central Library,4.9,41.0,0.39,?,4.8
649,Universiti Teknologi PETRONAS (UTP),Information Resource Centre (IRC) UTP,4.8,52.0,0.39,414,4.7
649,King Abdulaziz University (KAU),"Central Library, King Abdulaziz University",4.7,157.0,0.39,109,4.6
649,Universidade Federal de Pernambuco (UFPE),Central Library,4.7,79.0,0.39,801,4.5
649,Keio University,Keio Univ. Mita Campus Media Center,4.8,17.0,0.39,201,4.5
649,Stefan cel Mare University of Suceava,Stefan cel Mare University,4.6,436.0,0.39,1201,4.4
649,University of Basel,Basel University Library,4.6,71.0,0.39,138,4.4
649,University of Bucharest,Central University Library Carol I,4.6,213.0,0.39,1001,4.4
649,Universidad de Zaragoza,Biblioteca de la Universidad de Zaragoza,4.6,24.0,0.39,531,4.3
649,"University of Maryland, Baltimore County",Albin O. Kuhn Library and Gallery,4.6,39.0,0.39,751,4.3
649,Charles Sturt University,Charles Sturt University Library Bathurst,4.7,6.0,0.39,801,4.3
649,"University of California, Irvine",Science Library SLIB,4.6,45.0,0.39,232,4.3
649,Zagazig University,المكتبة اليابانية للخدمات الطلابيه,5.0,1.0,0.39,1201,4.3
649,Università degli studi di Bergamo,University of Bergamo - Humanities Library,4.6,35.0,0.39,1201,4.3
649,Universidad ORT Uruguay,Biblioteca Centro (Universidad ORT Uruguay),4.5,13.0,0.39,471,4.2
649,University of St.Gallen (HSG),HSG-Bibliothek,4.5,25.0,0.39,459,4.2
649,University of Tromsø The Arctic University of Norway,Kultur- og Samfunnsfagbiblioteket - UiT,4.4,5.0,0.39,440,4.1
649,King Mongkut's University of Technology Thonburi,KMUTT Library,4.4,38.0,0.39,801,4.0
649,Portland State University,Portland State University Library,4.3,81.0,0.39,1001,3.8
649,Universidad Mayor de San Andrés (UMSA),Biblioteca Central,3.7,11.0,0.39,1201,3.6
649,"The National Research University ""Belgorod State University""",Belgorod State University,4.1,466.0,0.39,1001,3.3
649,Universidad Pontificia Comillas,Comillas Pontifical University Library,3.4,21.0,0.39,601,2.9
649,Université de Toulouse II-Le Mirail,University of Toulouse-Jean Jaurès,3.7,433.0,0.39,1001,2.5
649,Western Washington University,Hacherl Research & Writing Studio at WWU,,,0.39,?,
675,Yale University,Sterling Memorial Library,4.8,88.0,0.38,14,4.7
675,University of Leeds,"Edward Boyle Library, University of Leeds",4.8,78.0,0.38,92,4.7
675,University of Zurich,Rechtswissenschaftliche Bibliothek,4.8,60.0,0.38,70,4.7
675,Ewha Womans University,Ewha Womans University Central Library,4.8,34.0,0.38,362,4.6
675,Universidad de La Frontera (UFRO),Biblioteca Central de la Universidad de La Frontera,4.9,14.0,0.38,1001,4.6
675,Jeonbuk National University,Central Library of Jeonbuk Nat'l Univ.,4.7,62.0,0.38,571,4.5
675,Stevens Institute of Technology,Samuel C Williams Library,4.7,30.0,0.38,701,4.5
675,Saint Petersburg State University,Biblioteka Akademii Nauk,4.7,39.0,0.38,242,4.5
675,Universidad Nacional de Colombia,Bloque U Biblioteca Carlos Enrique Ruiz Universidad Nacional de Colombia Campus La Nubia,4.9,11.0,0.38,258,4.5
675,Technion - Israel Institute of Technology,"Elyachar Central Library - הספרייה המרכזית ע""ש אלישר",4.7,23.0,0.38,330,4.4
675,Nottingham Trent University,Boots Library,4.6,76.0,0.38,801,4.4
675,Carnegie Mellon University,Carnegie Mellon University - Sorrells Engineering and Science Library,4.7,12.0,0.38,53,4.4
675,Mykolas Romeris University,Mykolas Romeris university library,4.6,72.0,0.38,?,4.4
675,Notre Dame University-Louaize NDU,NDU Library,4.7,7.0,0.38,701,4.3
675,Pontifícia Universidade Católica do Rio de Janeiro,Biblioteca Cardeal Frings - PUC-Rio,4.6,16.0,0.38,651,4.3
675,Illinois State University,Milner Library,4.6,37.0,0.38,?,4.3
675,Colorado State University,Morgan Library,4.6,35.0,0.38,431,4.3
675,University of Alberta,Rutherford Library,4.6,43.0,0.38,126,4.3
675,Paul Valéry University Montpellier,University Library,4.5,53.0,0.38,1001,4.2
675,Université de Montpellier,University Library,4.5,53.0,0.38,521,4.2
675,Politecnico di Torino,Turin Polytechnic - Engineering Central Library,4.4,56.0,0.38,334,4.0
675,HSE University,"Gosudarstvennyy Universitet Vysshaya Shkola Ekonomiki, Biblioteka",4.0,4.0,0.38,305,4.0
675,Universidad de Valladolid,Universidad de Valladolid. Biblioteca de la Facultad de Filosofía y Letras,3.7,3.0,0.38,?,4.0
675,Taylor's University,Taylor's University Library,4.0,4.0,0.38,332,4.0
675,The University of Melbourne,Baillieu Library,4.4,87.0,0.38,37,4.0
675,Transilvania University of Brasov,Transilvania University Library,4.2,23.0,0.38,1201,3.8
675,Duy Tan University,Duy Tan University,4.2,504.0,0.38,?,3.6
675,Universität Siegen,Main Library,4.0,33.0,0.38,1001,3.5
675,Vrije Universiteit Brussel (VUB),Centrale Bibliotheek VUB,3.7,16.0,0.38,221,3.4
675,Tokai University,Tokai University Yoyogi Library,2.5,4.0,0.38,1001,3.4
675,Universitat de Valencia,Biblioteca d'Humanitats Joan Reglà. Universitat de València,3.9,147.0,0.38,571,3.0
675,"University of Colorado, Denver",Auraria Library,3.8,83.0,0.38,414,2.9
707,Universidad de La Sabana,Universidad de La Sabana,4.8,1034.0,0.37,701,4.8
707,KTH Royal Institute of Technology,KTH Biblioteket,4.8,93.0,0.37,89,4.7
707,University of Rochester,Rush Rhees Library,4.8,28.0,0.37,154,4.6
707,"Adam Mickiewicz University, Poznań","Library of the Faculty of Polish and Classical Philology, Adam Mickiewicz University",5.0,8.0,0.37,801,4.5
707,California State University Long Beach,CSULB University Library,4.6,102.0,0.37,?,4.4
707,University of Alaska Fairbanks,Elmer E. Rasmuson Library,4.7,20.0,0.37,?,4.4
707,The Josip Juraj Strossmayer University of Osijek,City and University Library in Osijek,4.6,73.0,0.37,1001,4.4
707,Pennsylvania State University,Pattee and Paterno Library,4.6,91.0,0.37,96,4.4
707,UNIVERSITY OF GDANSK,Main Library of Medical University of Gdansk,4.6,36.0,0.37,801,4.3
707,University of Murcia,General Library María Moliner,4.6,49.0,0.37,801,4.3
707,Gifu University,Gifu University Library,4.6,8.0,0.37,601,4.3
707,University of Jyväskylä,Jyväskylä University Library,4.6,47.0,0.37,358,4.3
707,Universiti Malaysia Pahang,Perpustakaan Universiti Malaysia Pahang (UMP) Kampus Pekan,4.5,24.0,0.37,801,4.2
707,Harvard University,Malmö University Orkanen Library,4.5,36.0,0.37,5,4.2
707,Qatar University,Qatar University Library,4.5,101.0,0.37,224,4.2
707,Tel Aviv University,Elias Sourasky Central Library,4.5,54.0,0.37,255,4.2
707,Indian Institute of Technology Bhubaneswar,"Central Library, IIT Bhubaneswar",4.2,6.0,0.37,701,4.0
707,George Mason University,Fenwick Library,4.4,55.0,0.37,801,4.0
707,Universidad Nacional del Sur,Biblioteca Central UNS,1.0,1.0,0.37,1201,3.8
707,Universidade de Vigo,Central Library of Vigo,4.1,24.0,0.37,1001,3.7
707,Universidade de Santiago de Compostela,University Library,4.0,48.0,0.37,701,3.4
728,University of New Hampshire,Dimond Library,5.0,20.0,0.36,801,4.8
728,University of Delaware,Morris Library,4.8,47.0,0.36,531,4.7
728,Universidad Nacional de Río Cuarto - UNRC,Biblioteca Central UNRC Juan Filloy,4.8,57.0,0.36,1001,4.7
728,Universidad Michoacana de San Nicolás de Hidalgo,Biblioteca Pública Universitaria y Fondo Antiguo,4.8,51.0,0.36,?,4.7
728,Budapest University of Technology and Economics,BME OMIKK,4.8,65.0,0.36,801,4.7
728,Colegio de México,Daniel Cosío Villegas Library,4.8,38.0,0.36,?,4.6
728,Universitatea de Vest din Timisoara / West University of Timisoara,Central University Library Eugen Todoran,4.8,33.0,0.36,1001,4.6
728,Lucian Blaga University of Sibiu,Central University Library,4.9,15.0,0.36,1201,4.6
728,Universidad Nacional de Mar del Plata,Biblioteca Central de la Universidad Nacional de Mar del Plata,4.8,30.0,0.36,1001,4.6
728,University of Niš,Никола Тесла 💡,4.9,18.0,0.36,1001,4.6
728,University of Texas at Austin,Fine Arts Library,4.8,13.0,0.36,67,4.5
728,Universidad de Cuenca,Documentation Center Juan Bautista Vázquez,4.7,54.0,0.36,?,4.5
728,Universidad Católica de Colombia,Biblioteca Cardenal Darío Castrillón Hoyos,5.0,8.0,0.36,1201,4.5
728,Airlangga University,Universitas Airlangga Library Campus B,4.7,46.0,0.36,465,4.5
728,Brno University of Technology,Brno University of Technology,4.7,68.0,0.36,701,4.5
728,Case Western Reserve University,Kelvin Smith Library,4.7,47.0,0.36,161,4.5
728,Seoul National University of Science and Technology,Central library,4.8,20.0,0.36,1001,4.5
728,University of Kragujevac,Univerzitetska biblioteka u Kragujevcu,4.8,16.0,0.36,1201,4.5
728,Al Ain University,Zayed Central Library,4.6,84.0,0.36,701,4.4
728,Universidad Nacional del Litoral,Universidad Nacional del Litoral - Rectorado,4.6,400.0,0.36,1201,4.4
728,Universidad Central del Ecuador,Biblioteca Central UCE,4.7,27.0,0.36,1001,4.4
728,Victoria University,University of Houston-Victoria Library,4.7,12.0,0.36,601,4.4
728,Universidade Federal de Pelotas,Biblioteca de Ciências Sociais - Universidade Federal de Pelotas (UFPEL),4.7,6.0,0.36,1001,4.3
728,Universidad Pontificia Bolivariana,Library,4.6,51.0,0.36,651,4.3
728,Universidade Federal do Rio de Janeiro,Central Library CCMN - UFRJ,4.6,24.0,0.36,369,4.3
728,Complutense University of Madrid,Biblioteca Facultad Ciencias de la Información,5.0,3.0,0.36,223,4.3
728,New Jersey Institute of Technology (NJIT),Robert W. Van Houten Library,4.6,54.0,0.36,701,4.3
728,University of Saskatchewan,Murray Library,4.5,17.0,0.36,458,4.2
728,Universidad Autónoma del Estado de Morelos (UAEM),Biblioteca Central UAEM,4.5,62.0,0.36,1201,4.2
728,University of Colorado Boulder,Norlin Library,4.5,66.0,0.36,251,4.2
728,Católica de Córdoba,Library System. Catholic University of Córdoba,4.5,2.0,0.36,1001,4.2
728,Universidad Nacional Autónoma de Honduras (UNAH),UNAH Library,4.5,31.0,0.36,1201,4.2
728,Sciences Po,SCIENCES-PO - BIBLIOTHÈQUE,4.5,21.0,0.36,261,4.2
728,Pontificia Universidad Católica Argentina,Biblioteca Central - UCA,4.3,7.0,0.36,322,4.1
728,Emory University,Robert W. Woodruff Library,4.4,26.0,0.36,160,4.1
728,Universidade Federal do Estado do Rio de Janeiro - UNIRIO,UNIRIO - Central Library,4.4,20.0,0.36,?,4.1
728,University of Bialystok,Library of Bialystok Technical University,4.4,50.0,0.36,1001,4.0
728,Universidad Central de Venezuela,Central Library - UCV,4.4,85.0,0.36,701,4.0
728,University of Messina (UniME),Biblioteca di Economia,4.3,18.0,0.36,801,4.0
728,Università degli Studi della Tuscia (University of Tuscia),Tuscia University,4.4,69.0,0.36,1001,4.0
728,Karaganda State Technical University,Karaganda State Technical University,4.4,424.0,0.36,751,4.0
728,Kyoto Institute of Technology,Kyoto Institute of Technology Library,3.8,4.0,0.36,801,3.9
728,University of Babylon,the central Library,1.0,1.0,0.36,1201,3.8
728,Universidad Carlos III de Madrid (UC3M),Biblioteca del Campus Madrid Puerta de Toledo UC3M,3.9,7.0,0.36,351,3.8
728,Ahlia University,Ahlia University,4.3,151.0,0.36,?,3.8
728,Universidade Católica Portuguesa - UCP,University Library S. John Paul II,4.0,10.0,0.36,801,3.8
728,Wroclaw University of Science and Technology (WRUST),Wrocław University Library,4.2,117.0,0.36,801,3.6
728,University of Wroclaw,Wrocław University Library,4.2,117.0,0.36,801,3.6
728,University of the Basque Country,UPV/EHU Biblioteka Leioa,3.8,43.0,0.36,701,3.1
728,Universidad Autónoma de Aguascalientes,Biblioteca de la Infotéca Universitaria UAA,,,0.36,?,
728,University of Trieste,Sala de Estudio Edificio D,,,0.36,651,
779,University of Pennsylvania,Van Pelt Library,4.8,72.0,0.35,13,4.7
779,Universitas Andalas,Perpustakaan Universitas Andalas,4.7,182.0,0.35,1201,4.6
779,University of South Bohemia,Akademická knihovna Jihočeské univerzity v Českých Budějovicích,4.8,24.0,0.35,?,4.6
779,Universidad de los Andes - Chile,Universidad de los Andes,4.7,582.0,0.35,801,4.6
779,Technical University of Lublin,University of Technology Library,4.8,15.0,0.35,1001,4.5
779,University of Peradeniya,University Main Library,4.8,20.0,0.35,1001,4.5
779,Belarusian State University,Fundamental'naya Biblioteka Bgu,4.9,9.0,0.35,295,4.5
779,University of Cambridge,Cambridge University Library,4.6,137.0,0.35,3,4.4
779,Kasetsart University,"Main Library, Kasetsart University",4.6,67.0,0.35,801,4.4
779,University of Bergen,University of Bergen Library,4.7,19.0,0.35,199,4.4
779,University of Rzeszów,Library of the University of Rzeszow,4.6,41.0,0.35,?,4.3
779,Riga Stradins University,"Rīgas Centrālās bibliotēkas filiālbibliotēka ""Pārdaugava""",4.5,11.0,0.35,801,4.2
779,University of Huddersfield,University of Huddersfield Library,4.5,26.0,0.35,701,4.2
779,Universidade Federal do Paraná - UFPR,UFPR - Central Library,4.5,15.0,0.35,801,4.2
779,University of Jordan,Jordan University Library,4.4,196.0,0.35,601,4.0
779,Universiti Malaysia Sarawak (UNIMAS),Centre for Academic Information Services (CAIS),4.3,21.0,0.35,1001,4.0
779,University of Alicante,General Library,4.3,156.0,0.35,801,3.8
779,Prince Mohammad Bin Fahd university,The Library,3.9,7.0,0.35,701,3.8
779,Osaka Prefecture University,Library and Science Informationa Center(C5),3.4,7.0,0.35,701,3.5
798,Michigan Technological University,J. Robert Van Pelt and John and Ruanne Opie Library,4.9,46.0,0.34,651,4.8
798,University of Hyderabad,"IGM Library, UoH",4.8,76.0,0.34,651,4.7
798,University of Balamand,Issam Fares Library Learning Center,5.0,9.0,0.34,511,4.5
798,Ivan Franko National University of Lviv,Naukova Biblioteka Lʹvivsʹkoho Natsionalʹnoho Universytetu Imeni Ivana Franka,4.7,86.0,0.34,1001,4.5
798,Universidad de San Andrés - UdeSA,Max von Buch Library,5.0,8.0,0.34,701,4.5
798,V. N. Karazin Kharkiv National University,Tsentralʹna Naukova Biblioteka Kharkivsʹkoho Natsionalʹnoho Universytetu Im. V.n.karazina,4.8,16.0,0.34,511,4.5
798,Tecnológico de Costa Rica -TEC,Learning Commons. Sistema de Bibliotecas del TEC,4.8,13.0,0.34,801,4.5
798,Universidade da Coruña,Biblioteca de Socioloxía e CC. da Comunicación,5.0,7.0,0.34,801,4.5
798,Khoja Akhmet Yassawi International Kazakh-Turkish University,Қожа Ахмет Ясауи атындағы Халықаралық Қазақ-Түрік Университеті,4.6,539.0,0.34,?,4.4
798,University of Waikato,The University of Waikato Library,4.6,34.0,0.34,373,4.3
798,University of Porto,Library of the Faculty of Letters of the University of Porto,4.6,10.0,0.34,295,4.3
798,Athens University of Economics and Business,Library of Athens University of Economics and Business,4.7,3.0,0.34,1001,4.3
798,University of Calcutta,"Central Library, University Of Calcutta",4.6,27.0,0.34,801,4.3
798,Universidad Rey Juan Carlos,Biblioteca Universidad Rey Juan Carlos,4.5,60.0,0.34,1001,4.2
798,Moscow City University,Scientific Library,4.5,51.0,0.34,1201,4.2
798,MGIMO University,Scientific Library,4.5,51.0,0.34,362,4.2
798,Umm Al-Qura University,30-King Abdullah Library,4.5,142.0,0.34,447,4.2
798,Moscow Pedagogical State University,Scientific Library,4.5,51.0,0.34,1201,4.2
798,Lomonosov Moscow State University,Scientific Library,4.5,51.0,0.34,78,4.2
798,University College Dublin,James Joyce Library UCD,4.3,80.0,0.34,173,3.8
798,Yeshiva University,Mendel Gottesman Library,4.0,15.0,0.34,252,3.7
798,Université Paul Sabatier Toulouse III,Université Paul Sabatier - BU Santé Rangueil,3.9,21.0,0.34,551,3.5
798,Universidad Autónoma de Madrid,UAM Biblioteca,3.3,10.0,0.34,207,3.3
821,Escuela Politécnica Nacional,Escuela Politecnica Nacional,4.7,329.0,0.33,1001,4.6
821,Wageningen University & Research,Wageningen University & Research,4.7,462.0,0.33,123,4.6
821,Università degli Studi di Pavia,University Library of Pavia,4.8,33.0,0.33,561,4.6
821,Universidad de La Serena,Biblioteca Central Irma Salas Silva,5.0,13.0,0.33,1201,4.6
821,Universidad Simón Bolívar (USB),Simón Bolívar University,4.7,436.0,0.33,801,4.6
821,KU Leuven,Universiteitsbibliotheek en bibliotheektoren,4.7,236.0,0.33,70,4.6
821,Universiti Utara Malaysia (UUM),Perpustakaan Sultanah Bahiyah UUM,4.7,86.0,0.33,511,4.5
821,Kazan (Volga region) Federal University,Научная библиотека КФУ им. Н. И. Лобачевского,4.7,79.0,0.33,347,4.5
821,Yarmouk University,مكتبة الحسين بن طلال - جامعة اليرموك,4.7,91.0,0.33,1201,4.5
821,Manchester Metropolitan University (MMU),All Saints Library,4.6,77.0,0.33,801,4.4
821,Universidad Politécnica de Madrid (UPM),Servicio de Biblioteca Universitaria de la UPM,5.0,1.0,0.33,459,4.3
821,Plekhanov Russian University of Economics,Im. Plekhanova G.v. Ekonomicheskoy Akademii Ros. Bibliotechno-Informatsionnyy Tsentr,5.0,2.0,0.33,701,4.3
821,Bar-Ilan University,The Wurzweiler Central Library,4.6,23.0,0.33,477,4.3
821,Hongik University,Hongik University Law Library,5.0,1.0,0.33,1201,4.3
821,Université de Lorraine,"Bibliothèque universitaire Droit & Sciences économiques, Nancy",4.6,20.0,0.33,801,4.3
821,University of Hawaiʻi at Mānoa,Thomas Hale Hamilton Library,4.6,23.0,0.33,340,4.3
821,Universidade Nova de Lisboa,Biblioteca Almada Negreiros,5.0,1.0,0.33,431,4.3
821,Universidad Industrial de Santander - UIS,Brookens Library,4.4,10.0,0.33,1001,4.1
821,"University of Rome ""Tor Vergata""","""Historical Philosophical Literary Area"" Library | Tor Vergata School of Humanities",4.4,7.0,0.33,494,4.1
821,University of West Bohemia,"Filozofická a právnická knihovna, Západočeská univerzita v Plzni",4.0,3.0,0.33,1001,4.0
821,Technische Universität Wien,TU Vienna University Library,4.4,118.0,0.33,180,4.0
821,Università di Padova,University Library of Padua,4.3,22.0,0.33,242,4.0
821,City University of New York,"The Graduate Center Library, CUNY",4.3,20.0,0.33,701,4.0
821,University at Albany SUNY,University Library,4.2,17.0,0.33,751,3.9
821,Université Laval,Library of Laval University,4.2,14.0,0.33,414,3.9
821,Université du Québec,Library of Laval University,4.2,14.0,0.33,591,3.9
821,Birzeit university,BZU HUB,4.3,292.0,0.33,1201,3.8
821,S.D. Asfendiyarov Kazakh National Medical University,Asfendiyarov Kazakh National Medical University,4.3,738.0,0.33,601,3.8
821,Sapienza University of Rome,Biblioteca universitaria Alessandrina,3.9,27.0,0.33,171,3.4
821,South Ural State University (National Research University),"Yuzhno-Ural'skiy Gosudarstvennyy Universitet, Zaochnyy Inzhenerno-Ekonomicheskiy Fakul'tet",4.1,594.0,0.33,801,3.3
851,Rice University,Fondren Library,4.8,107.0,0.32,94,4.7
851,Jamia Millia Islamia,Dr. Zakir Husain Library,4.7,250.0,0.32,751,4.6
851,Universidad de Sonora,Tuolumne County Library,4.8,28.0,0.32,1201,4.6
851,Indiana University Bloomington,Herman B Wells Library,4.7,82.0,0.32,311,4.5
851,Financial University under the Government of the Russian Federation,Financial University under the Government of the Russian Federation,4.6,328.0,0.32,801,4.4
851,Ufa State Aviation Technical University,Nauchno-Tekhnicheskaya Biblioteka Ugatu,4.8,9.0,0.32,701,4.4
851,University of Primorska,Education Library,4.7,21.0,0.32,?,4.4
851,University of Calabria,"Biblioteca interdipartimentale di Scienze Economiche e Sociali ""Ezio Tarantelli""",4.9,7.0,0.32,1001,4.4
851,University of Southern Queensland,UniSQ Library,4.7,15.0,0.32,701,4.4
851,San Francisco State University,J. Paul Leonard Library,4.6,51.0,0.32,?,4.3
851,University of Eastern Finland,Joensuu Campus Library | UEF Library,4.6,26.0,0.32,521,4.3
851,Humboldt State University,Cal Poly Humboldt Library,4.6,27.0,0.32,?,4.3
851,Universidad de Castilla-La Mancha,Biblioteca Facultad de Derecho y Ciencias Sociales (UCLM),5.0,1.0,0.32,1001,4.3
851,Széchenyi István University,University Library,4.7,3.0,0.32,801,4.3
851,University of Florida,University of Florida Libraries,4.6,14.0,0.32,173,4.3
851,Samara National Research University (Samara University),Samara University,4.5,490.0,0.32,581,4.2
851,King Fahd University of Petroleum & Minerals,King Fahd University of Petroleum and Minerals,4.5,1459.0,0.32,163,4.2
851,National Cheng Kung University (NCKU),NCKU Main Library,4.5,307.0,0.32,252,4.2
851,Universidad de Caldas,Biblioteca Central Universidad de Caldas,4.0,1.0,0.32,?,4.1
851,University of New Brunswick,Harriet Irving Library,4.4,23.0,0.32,651,4.1
851,Université de Strasbourg,National University Library of Strasbourg,4.4,237.0,0.32,421,4.0
851,Saken Seifullin Kazakh Agrotechnical University,Kazakh State Agrotechnical University,4.4,483.0,0.32,1001,4.0
851,Abu Dhabi University,Abu Dhabi University,4.4,518.0,0.32,701,4.0
851,University of Palermo,Communal Library Palermo,4.3,36.0,0.32,801,3.9
851,National Research University Moscow Power Engineering Institute (MPEI),Moscow Power Engineering Institute,4.3,534.0,0.32,1201,3.8
851,Applied Science University - Bahrain,Applied Science University,4.3,107.0,0.32,591,3.8
851,University of Pannonia,Veszprémi Pannon Egyetem Egyetemi Könyvtár és Levéltár,3.9,8.0,0.32,?,3.8
851,Cairo University,New Central Library,4.2,105.0,0.32,571,3.6
851,Alma Mater Studiorum - University of Bologna,University Library of Bologna,4.1,57.0,0.32,166,3.5
880,Sultan Qaboos University,Main Library,4.7,167.0,0.31,368,4.6
880,University of Southern California,Doheny Memorial Library,4.8,29.0,0.31,112,4.6
880,Rochester Institute of Technology (RIT),Wallace Library,4.7,48.0,0.31,1001,4.5
880,Leiden University,Leiden University Library,4.6,102.0,0.31,112,4.4
880,University of Oxford,Bodleian Library,4.6,427.0,0.31,2,4.4
880,College of William and Mary,Earl Gregg Swem Library,4.6,35.0,0.31,651,4.3
880,Universidade Federal de São Paulo,Biblioteca Campus São Paulo Unifesp,5.0,2.0,0.31,434,4.3
880,University of Florence,Architecture Library of the University of Florence,4.6,26.0,0.31,451,4.3
880,"Trinity College Dublin, The University of Dublin",Trinity College Library,4.5,533.0,0.31,101,4.2
880,United Arab Emirates University,United Arab Emirates University,4.5,554.0,0.31,288,4.2
880,Far Eastern Federal University,Biblioteka Dvfu,4.0,6.0,0.31,461,3.9
880,University of Turin,Turin National University Library,3.9,130.0,0.31,485,3.0
892,Universidad Nacional de Córdoba - UNC,Biblioteca Mayor | U.N.C.,4.9,50.0,0.30,801,4.8
892,University of New Mexico,Zimmerman Library,4.8,46.0,0.30,651,4.7
892,Florida International University,Steven and Dorothea Green Library,4.8,80.0,0.30,801,4.7
892,Saint Joseph University of Beirut (USJ),Université Saint Joseph - Campus des Sciences Médicales,4.8,28.0,0.30,531,4.6
892,Yuan Ze University,Yuan-Ze University Library,4.7,114.0,0.30,1001,4.6
892,Universidad de Talca,Central Library University of Talca,4.9,15.0,0.30,1001,4.6
892,Universidad Nacional de Cuyo,Central Library UNCUYO-SID,4.8,44.0,0.30,1001,4.6
892,University of Rijeka,Sveučilište u Rijeci,4.7,142.0,0.30,1001,4.6
892,University of Naples - Federico II,Biblioteca della Facoltà di Lettere e Filosofia dell'Università degli Studi di Napoli Federico II,4.8,16.0,0.30,424,4.5
892,University of Haifa,Younes and Soraya Nazarian Library,4.8,17.0,0.30,701,4.5
892,University of Northern British Columbia,Geoffrey R. Weller Library,5.0,6.0,0.30,?,4.5
892,Warsaw University of Technology,Biblioteka Główna Politechniki Warszawskiej,4.7,59.0,0.30,501,4.5
892,Université Paris-Saclay,Bibliothèque CentraleSupélec campus Paris-Saclay (Eiffel),4.8,6.0,0.30,86,4.4
892,Institut National des Sciences Appliquées de Lyon (INSA),INSA Lyon,4.6,270.0,0.30,531,4.4
892,Georgia State University,Georgia State University Library,4.6,83.0,0.30,751,4.4
892,The Hebrew University of Jerusalem,Bloomfield Library for the Humanities and Social Sciences,4.6,71.0,0.30,198,4.4
892,Universidad de Córdoba - Colombia,University of Córdoba,4.6,516.0,0.30,1001,4.4
892,Loughborough University,Pilkington Library,4.6,66.0,0.30,231,4.4
892,University of Helsinki,Helsingin yliopiston pääkirjasto Kaisa-talo,4.6,160.0,0.30,104,4.4
892,University of Karachi,Mahmood Husain Main Library Karachi University,4.6,71.0,0.30,1001,4.4
892,Universidade do Estado do Rio de Janeiro (UERJ),Rede Sirius - Rio de Janeiro State University - Library Network,5.0,3.0,0.30,1001,4.3
892,Universidad de Chile,Biblioteca Facultad de Filosofía y Humanidades de la Universidad de Chile,5.0,1.0,0.30,183,4.3
892,Babes-Bolyai University,Lucian Blaga Central University Library,4.5,83.0,0.30,1001,4.2
892,"University of Missouri, Kansas City",Miller Nichols Library,4.5,77.0,0.30,801,4.2
892,University of Basrah,Basra book bank,4.5,2.0,0.30,1201,4.2
892,Technical University of Cluj-Napoca,Lucian Blaga Central University Library,4.5,83.0,0.30,1201,4.2
892,Technical University of Liberec,TUL University Library,4.5,8.0,0.30,801,4.2
892,NJSC KIMEP University,KIMEP,4.5,190.0,0.30,801,4.2
892,Indian Institute of Technology Hyderabad,IITHLibrary,4.3,3.0,0.30,591,4.1
892,Université de Liège,General Management Of The University Of Liege's Libraries,3.7,3.0,0.30,480,4.0
892,University of Bern,Juristische Bibliothek (JBB),4.0,5.0,0.30,119,4.0
892,Universidad Peruana Cayetano Heredia (UPCH),Universidad Peruana Cayetano Heredia,4.4,717.0,0.30,651,4.0
892,University of Ghana,Balme Library,4.4,340.0,0.30,1001,4.0
892,Sunway University,Sunway University,4.4,514.0,0.30,651,4.0
892,Warsaw University of Life Sciences – SGGW (WULS-SGGW),Agricultural University Library,4.1,8.0,0.30,1001,3.9
